id,word,best_rank,source_ids,status,chinese,category_hint,note,created_at,updated_at
"182946","prices","273","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182947","website","274","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182948","index","275","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182949","being","276","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182950","women","277","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182951","file","280","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182952","link","281","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182953","technology","284","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182954","case","286","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182955","project","287","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182956","pages","289","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182957","uk","290","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182958","version","291","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182959","section","292","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182960","own","293","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182961","found","294","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182962","sports","295","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182963","related","297","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182964","g","300","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182965","county","301","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182966","american","302","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182967","photo","303","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182968","members","305","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182969","while","307","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182970","care","308","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182971","network","309","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182972","systems","312","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182973","total","314","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182974","following","317","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182975","download","318","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182976","h","319","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182977","him","320","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182978","without","321","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182979","per","322","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182980","access","323","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182981","think","324","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182982","resources","326","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182983","current","327","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182984","posts","328","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182985","media","330","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182986","law","331","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182987","control","332","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182988","pictures","335","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182989","size","336","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182990","personal","338","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182991","since","339","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182992","including","340","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182993","guide","341","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182994","shop","342","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182995","directory","343","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
"182996","board","344","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation","2026-02-18T08:50:25.977Z","2026-02-18T08:50:25.977Z"
